timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-08-08T11:32:33,codecarbon,93f363a4-1693-419f-971e-5335ec9eec09,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0838395999999193,1.5843071488822465e-07,1.889688344032857e-06,112.0,0.0,10.0,2.6070893333194866e-06,0.0,2.200616666666772e-07,2.827150999986164e-06,France,FRA,île-de-france,,,Windows-11-10.0.26100-SP0,3.13.5,3.0.4,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,,2.3494,48.8558,15.71001434326172,machine,N,1.0
2025-08-08T11:46:14,codecarbon,81381f7f-701f-422e-ad5c-90978e6252c7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.09624619999885908,1.8197966318894892e-07,1.8907724480665848e-06,112.0,0.0,10.0,2.9929355555133143e-06,0.0,2.544397222209227e-07,3.247375277734237e-06,France,FRA,île-de-france,,,Windows-11-10.0.26100-SP0,3.13.6,3.0.4,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,,2.3494,48.8558,15.710014343261719,machine,N,1.0
